Production_Date,Month,Quarter,Year,Plant_Location,Department,Machine_ID,Machine_Type,Shift,Product_Being_Manufactured,Raw_Material,Machine_Condition,Units_Produced,Target_Units,Production_Efficiency_%,Defect_Count,Defect_Rate_%,Defect_Type,Downtime_Hours,Production_Cost_INR,Energy_Consumption_kWh,Maintenance_Required,Order_Status
14-09-2024,September,Q3,2024,Kanpur Plant,Lamination & Coating,LC-013,Extrusion Lamination Line EL-50,Afternoon (2PM-10PM),Nova 10 Circular Loom,PP Granules Grade B,Excellent,350,345,100,9,2.57,Delamination,0.94,26929,47.15,No,Completed
14-09-2024,September,Q3,2024,Kanpur Plant,Tape Winding,LC-006,Automatic Tape Winder ATW-300,Afternoon (2PM-10PM),Lofil Multifilament Line,Recycled PP Pellets,Good,374,226,100,4,1.07,Bobbin Package Defect,1.46,62146,73.99,No,Completed
14-09-2024,September,Q3,2024,Kanpur Plant,Tape Extrusion,LC-003,HDPE Tape Extrusion Line,Afternoon (2PM-10PM),LSL Circular Loom,HDPE Granules,Good,113,472,23.94,12,10.62,No Defect,0.58,17353,129.88,No,Delayed
14-09-2024,September,Q3,2024,Kanpur Plant,Lamination & Coating,LC-015,Coating Machine CM-75,Afternoon (2PM-10PM),FSN 4 Circular Loom,Master Batch Additive,Excellent,195,293,66.55,13,6.67,Air Bubble,0.85,63939,108.33,No,Completed
14-09-2024,September,Q3,2024,Kanpur Plant,Circular Loom,LC-009,LSL Circular Loom,Afternoon (2PM-10PM),LSL Circular Loom,HDPE Granules,Good,184,211,87.2,3,1.63,Shuttle Jam,1.99,34298,38.87,No,Completed
15-09-2024,September,Q3,2024,Kanpur Plant,Multifilament,LC-019,Lofil Multifilament Line MF-1,Night (10PM-6AM),Extrusion Lamination Line,PP Granules Grade A,Good,207,478,43.31,1,0.48,Filament Breakage,0.32,22909,121.4,Yes,In Progress
15-09-2024,September,Q3,2024,Kanpur Plant,Recycling,LC-023,Shredder Extruder SE-150,Morning (6AM-2PM),Lofil Multifilament Line,Recycled PP Pellets,Good,143,267,53.56,7,4.9,Contamination in Pellets,1.39,37301,34,No,Completed
15-09-2024,September,Q3,2024,Kanpur Plant,Circular Loom,LC-008,Nova 82 Circular Loom,Night (10PM-6AM),Nova 10 Circular Loom,PP Granules Grade B,Good,449,392,100,15,3.34,Broken Warp Tape,1.17,97294,142.74,No,Completed
15-09-2024,September,Q3,2024,Kanpur Plant,Conversion,LC-017,Flexographic Printing Machine,Night (10PM-6AM),Extrusion Lamination Line,PP Granules Grade A,Excellent,341,480,71.04,10,2.93,Print Misalignment,0.21,85381,116.4,Yes,In Progress
15-09-2024,September,Q3,2024,Kanpur Plant,Multifilament,LC-021,Twister Winder LT-300,Morning (6AM-2PM),Nova 82 Circular Loom,HDPE Granules,Fair,351,493,71.2,8,2.28,No Defect,4.52,64248,69.88,Yes,Completed
15-09-2024,September,Q3,2024,Bengaluru Plant,Circular Loom,LC-009,LSL Circular Loom,Afternoon (2PM-10PM),Tape Extrusion Line,HDPE Granules,Excellent,392,220,100,0,0,No Defect,0.44,13446,103.03,No,Completed
15-09-2024,September,Q3,2024,Bengaluru Plant,Circular Loom,LC-010,CSN 4 Circular Loom,Morning (6AM-2PM),Lofil Multifilament Line,PP Granules Grade A,Good,50,321,15.58,5,10,Weft Skip,0.65,40196,131.38,No,In Progress
15-09-2024,September,Q3,2024,Kanpur Plant,Tape Extrusion,LC-001,Tape Extrusion Line TE-600,Afternoon (2PM-10PM),Nova 82 Circular Loom,PP Granules Grade A,Excellent,201,251,80.08,2,1,Tape Breakage,1.28,36133,44.75,No,Completed
15-09-2024,September,Q3,2024,Kanpur Plant,Conversion,LC-018,FIBC Conversion Line,Morning (6AM-2PM),Strapping Line,PP Granules Grade B,Good,175,497,35.21,11,6.29,Stitching Defect,1.5,80435,65.25,No,In Progress
15-09-2024,September,Q3,2024,Kanpur Plant,Tape Winding,LC-004,Precision Winder PW-100,Morning (6AM-2PM),CSN 4 Circular Loom,Recycled PP Pellets,Poor,149,466,31.97,37,24.83,Wind Ratio Error,3.03,15900,32.88,No,Completed
16-09-2024,September,Q3,2024,Kanpur Plant,Conversion,LC-018,FIBC Conversion Line,Morning (6AM-2PM),Nova 10 Circular Loom,Master Batch Additive,Fair,250,290,86.21,8,3.2,Bag Dimension Error,3.24,23604,125.72,No,Delayed
16-09-2024,September,Q3,2024,Kanpur Plant,Lamination & Coating,LC-013,Extrusion Lamination Line EL-50,Morning (6AM-2PM),Tape Extrusion Line,PP Granules Grade A,Excellent,165,340,48.53,6,3.64,Air Bubble,1.54,77201,90.32,No,Completed
16-09-2024,September,Q3,2024,Kanpur Plant,Conversion,LC-017,Flexographic Printing Machine,Morning (6AM-2PM),Lofil Multifilament Line,PP Granules Grade B,Good,416,462,90.04,12,2.88,Cut Length Error,1.06,21819,67.1,No,In Progress
16-09-2024,September,Q3,2024,Bengaluru Plant,Quality Control,LC-025,GSM Testing Equipment,Night (10PM-6AM),FIBC Conversion Line,Recycled PP Pellets,Fair,206,452,45.58,24,11.65,No Defect,4.33,34305,49.54,No,Completed
16-09-2024,September,Q3,2024,Bengaluru Plant,Quality Control,LC-026,UV Resistance Chamber,Morning (6AM-2PM),FIBC Conversion Line,Recycled PP Pellets,Excellent,349,286,100,4,1.15,GSM Out of Range,0.47,50289,84.92,No,Completed
16-09-2024,September,Q3,2024,Kanpur Plant,Circular Loom,LC-009,LSL Circular Loom,Afternoon (2PM-10PM),Nova 10 Circular Loom,Recycled PP Pellets,Excellent,345,432,79.86,17,4.93,Weave Pattern Error,0.95,38637,134.4,Yes,In Progress
16-09-2024,September,Q3,2024,Bengaluru Plant,Tape Winding,LC-005,Step Precision Winder SPW-200,Night (10PM-6AM),Extrusion Lamination Line,PP Granules Grade B,Good,100,293,34.13,12,12,Tape Overlap,0.17,16146,59.89,No,Completed
16-09-2024,September,Q3,2024,Kanpur Plant,Lamination & Coating,LC-015,Coating Machine CM-75,Afternoon (2PM-10PM),Tape Extrusion Line,Recycled PP Pellets,Excellent,323,345,93.62,14,4.33,Coating Thickness Variation,0.74,59503,114.84,No,Delayed
16-09-2024,September,Q3,2024,Bengaluru Plant,Conversion,LC-016,Bag Cutting & Stitching Line,Afternoon (2PM-10PM),Extrusion Lamination Line,PP Granules Grade A,Good,85,489,17.38,3,3.53,Bag Dimension Error,0.03,60617,101.3,No,Completed
16-09-2024,September,Q3,2024,Bengaluru Plant,Tape Winding,LC-006,Automatic Tape Winder ATW-300,Afternoon (2PM-10PM),Strapping Line,Recycled PP Pellets,Good,282,390,72.31,11,3.9,Wind Ratio Error,0.54,46131,110.37,No,In Progress
17-09-2024,September,Q3,2024,Kanpur Plant,Tape Extrusion,LC-002,Tape Extrusion Line TE-400,Morning (6AM-2PM),Strapping Line,Master Batch Additive,Good,234,338,69.23,15,6.41,No Defect,1.77,13148,25.29,No,Completed
17-09-2024,September,Q3,2024,Kanpur Plant,Recycling,LC-023,Shredder Extruder SE-150,Morning (6AM-2PM),Nova 82 Circular Loom,Recycled PP Pellets,Poor,58,224,25.89,38,65.52,Contamination in Pellets,3.88,93932,134.14,No,On Hold
17-09-2024,September,Q3,2024,Kanpur Plant,Circular Loom,LC-011,FSN 4 Circular Loom,Afternoon (2PM-10PM),Nova 10 Circular Loom,Master Batch Additive,Good,145,445,32.58,1,0.69,Shuttle Jam,1.28,99897,71.04,Yes,Completed
17-09-2024,September,Q3,2024,Kanpur Plant,Circular Loom,LC-007,Nova 10 Circular Loom,Afternoon (2PM-10PM),Strapping Line,PP Granules Grade B,Good,344,201,100,16,4.65,Shuttle Jam,1.27,52735,99.48,No,Completed
17-09-2024,September,Q3,2024,Kanpur Plant,Lamination & Coating,LC-015,Coating Machine CM-75,Morning (6AM-2PM),Recycling Machine,HDPE Granules,Good,131,468,27.99,14,10.69,Delamination,0.8,45309,71.21,Yes,Completed
17-09-2024,September,Q3,2024,Kanpur Plant,Multifilament,LC-021,Twister Winder LT-300,Morning (6AM-2PM),FIBC Conversion Line,Recycled PP Pellets,Good,178,338,52.66,17,9.55,Yarn Tenacity Variation,0.1,92081,24.01,No,Completed
17-09-2024,September,Q3,2024,Bengaluru Plant,Circular Loom,LC-012,Venti Circular Loom,Morning (6AM-2PM),Nova 82 Circular Loom,PP Granules Grade B,Good,122,316,38.61,5,4.1,Broken Warp Tape,0.66,45115,28.15,No,Completed
18-09-2024,September,Q3,2024,Kanpur Plant,Circular Loom,LC-011,FSN 4 Circular Loom,Afternoon (2PM-10PM),FIBC Conversion Line,Recycled PP Pellets,Excellent,102,304,33.55,12,11.76,Weft Skip,0.92,60139,107.14,No,Completed
18-09-2024,September,Q3,2024,Kanpur Plant,Tape Extrusion,LC-002,Tape Extrusion Line TE-400,Night (10PM-6AM),FIBC Conversion Line,Recycled PP Pellets,Good,327,317,100,7,2.14,Melt Flow Issue,0.21,50372,54.91,Yes,Completed
18-09-2024,September,Q3,2024,Bengaluru Plant,R&D,LC-029,Lab Scale Extruder,Night (10PM-6AM),CSN 4 Circular Loom,HDPE Granules,Good,230,309,74.43,9,3.91,No Defect,0.76,49289,120.91,No,Delayed
18-09-2024,September,Q3,2024,Kanpur Plant,Circular Loom,LC-010,CSN 4 Circular Loom,Morning (6AM-2PM),Precision Tape Winder,PP Granules Grade B,Excellent,404,362,100,12,2.97,Weft Skip,1.46,33644,68.81,No,Completed
18-09-2024,September,Q3,2024,Kanpur Plant,Tape Winding,LC-006,Automatic Tape Winder ATW-300,Night (10PM-6AM),Nova 82 Circular Loom,PP Granules Grade A,Excellent,352,348,100,5,1.42,Tape Overlap,0.29,79980,54.05,No,Delayed
18-09-2024,September,Q3,2024,Kanpur Plant,Multifilament,LC-020,Lofil Multifilament Line MF-2,Afternoon (2PM-10PM),FIBC Conversion Line,PP Granules Grade A,Good,101,439,23.01,5,4.95,Yarn Tenacity Variation,1.85,18988,128.17,No,In Progress
18-09-2024,September,Q3,2024,Kanpur Plant,Multifilament,LC-019,Lofil Multifilament Line MF-1,Night (10PM-6AM),Lofil Multifilament Line,PP Granules Grade B,Fair,316,366,86.34,15,4.75,Filament Breakage,1.18,31266,133.19,No,Completed
18-09-2024,September,Q3,2024,Kanpur Plant,Circular Loom,LC-010,CSN 4 Circular Loom,Afternoon (2PM-10PM),CSN 4 Circular Loom,HDPE Granules,Excellent,287,410,70,2,0.7,Weft Skip,1.01,84358,103.88,No,Completed
18-09-2024,September,Q3,2024,Kanpur Plant,Recycling,LC-023,Shredder Extruder SE-150,Morning (6AM-2PM),Extrusion Lamination Line,Master Batch Additive,Good,189,338,55.92,5,2.65,Pellet Size Variation,1.85,64773,136.66,No,Completed
18-09-2024,September,Q3,2024,Kanpur Plant,Conversion,LC-018,FIBC Conversion Line,Night (10PM-6AM),Recycling Machine,PP Granules Grade B,Good,442,390,100,20,4.52,Bag Dimension Error,1.48,46735,76.04,No,In Progress
19-09-2024,September,Q3,2024,Bengaluru Plant,Tape Extrusion,LC-001,Tape Extrusion Line TE-600,Night (10PM-6AM),Precision Tape Winder,Recycled PP Pellets,Fair,182,494,36.84,22,12.09,Tape Breakage,2.2,14379,33.27,No,Completed
19-09-2024,September,Q3,2024,Kanpur Plant,Circular Loom,LC-007,Nova 10 Circular Loom,Morning (6AM-2PM),Recycling Machine,Master Batch Additive,Poor,86,243,35.39,15,17.44,Broken Warp Tape,9.73,15211,124.15,No,Completed
19-09-2024,September,Q3,2024,Bengaluru Plant,Lamination & Coating,LC-014,Extrusion Lamination Line EL-100,Night (10PM-6AM),Lofil Multifilament Line,PP Granules Grade B,Good,117,461,25.38,13,11.11,Coating Thickness Variation,0.49,88620,88.01,No,Completed
19-09-2024,September,Q3,2024,Kanpur Plant,Circular Loom,LC-010,CSN 4 Circular Loom,Afternoon (2PM-10PM),FIBC Conversion Line,Master Batch Additive,Good,116,429,27.04,13,11.21,Weft Skip,0.7,75802,51.02,No,Completed
19-09-2024,September,Q3,2024,Kanpur Plant,Conversion,LC-017,Flexographic Printing Machine,Afternoon (2PM-10PM),Tape Extrusion Line,Recycled PP Pellets,Excellent,89,370,24.05,18,20.22,No Defect,1.79,82661,120.57,No,Completed
19-09-2024,September,Q3,2024,Bengaluru Plant,Tape Winding,LC-005,Step Precision Winder SPW-200,Afternoon (2PM-10PM),Extrusion Lamination Line,Recycled PP Pellets,Good,223,495,45.05,6,2.69,Tape Overlap,0.55,93311,121.9,No,In Progress
19-09-2024,September,Q3,2024,Bengaluru Plant,Tape Winding,LC-006,Automatic Tape Winder ATW-300,Afternoon (2PM-10PM),Nova 82 Circular Loom,PP Granules Grade A,Fair,420,327,100,21,5,Tape Overlap,3.69,57928,149.11,No,Completed
19-09-2024,September,Q3,2024,Kanpur Plant,Circular Loom,LC-010,CSN 4 Circular Loom,Afternoon (2PM-10PM),FIBC Conversion Line,PP Granules Grade B,Good,228,424,53.77,7,3.07,Weave Pattern Error,0.57,82534,124.01,No,Delayed
19-09-2024,September,Q3,2024,Kanpur Plant,Tape Extrusion,LC-001,Tape Extrusion Line TE-600,Night (10PM-6AM),Extrusion Lamination Line,PP Granules Grade A,Good,207,211,98.1,9,4.35,Thickness Inconsistency,1.16,53474,56.01,Yes,Completed
19-09-2024,September,Q3,2024,Kanpur Plant,Conversion,LC-016,Bag Cutting & Stitching Line,Afternoon (2PM-10PM),LSL Circular Loom,HDPE Granules,Excellent,160,432,37.04,1,0.62,Print Misalignment,1.3,52133,61.63,Yes,Delayed
19-09-2024,September,Q3,2024,Bengaluru Plant,Circular Loom,LC-008,Nova 82 Circular Loom,Night (10PM-6AM),LSL Circular Loom,PP Granules Grade B,Good,129,314,41.08,3,2.33,Shuttle Jam,1.09,47652,121.58,No,Completed
19-09-2024,September,Q3,2024,Bengaluru Plant,Tape Winding,LC-006,Automatic Tape Winder ATW-300,Morning (6AM-2PM),Tape Extrusion Line,Recycled PP Pellets,Fair,239,206,100,17,7.11,Wind Ratio Error,3.94,74839,147.13,No,Completed
20-09-2024,September,Q3,2024,Kanpur Plant,Tape Extrusion,LC-003,HDPE Tape Extrusion Line,Morning (6AM-2PM),Nova 10 Circular Loom,Recycled PP Pellets,Good,340,212,100,18,5.29,Tape Breakage,0.03,17172,84.91,No,Completed
20-09-2024,September,Q3,2024,Bengaluru Plant,Circular Loom,LC-009,LSL Circular Loom,Morning (6AM-2PM),Tape Extrusion Line,Recycled PP Pellets,Good,153,289,52.94,2,1.31,Broken Warp Tape,0.47,63379,132.12,No,Completed
20-09-2024,September,Q3,2024,Bengaluru Plant,Circular Loom,LC-012,Venti Circular Loom,Afternoon (2PM-10PM),LSL Circular Loom,PP Granules Grade B,Good,107,457,23.41,7,6.54,Shuttle Jam,1.84,97335,92.47,No,Completed
20-09-2024,September,Q3,2024,Bengaluru Plant,Tape Extrusion,LC-003,HDPE Tape Extrusion Line,Afternoon (2PM-10PM),Extrusion Lamination Line,PP Granules Grade B,Fair,87,374,23.26,23,26.44,No Defect,1.43,45601,129.04,No,Completed
20-09-2024,September,Q3,2024,Kanpur Plant,Tape Winding,LC-005,Step Precision Winder SPW-200,Morning (6AM-2PM),Nova 82 Circular Loom,PP Granules Grade A,Good,365,365,100,3,0.82,No Defect,1.52,50946,26.38,Yes,Completed
20-09-2024,September,Q3,2024,Kanpur Plant,Tape Extrusion,LC-003,HDPE Tape Extrusion Line,Night (10PM-6AM),FIBC Conversion Line,HDPE Granules,Poor,260,340,76.47,21,8.08,No Defect,7.42,66282,49.02,No,Completed
20-09-2024,September,Q3,2024,Bengaluru Plant,Tape Winding,LC-005,Step Precision Winder SPW-200,Morning (6AM-2PM),Precision Tape Winder,Recycled PP Pellets,Fair,309,441,70.07,24,7.77,Tape Overlap,3.9,98378,134.17,No,Completed
20-09-2024,September,Q3,2024,Kanpur Plant,Circular Loom,LC-008,Nova 82 Circular Loom,Morning (6AM-2PM),Tape Extrusion Line,Master Batch Additive,Good,116,340,34.12,11,9.48,No Defect,1.2,19237,144.76,Yes,Completed
21-09-2024,September,Q3,2024,Kanpur Plant,Circular Loom,LC-012,Venti Circular Loom,Morning (6AM-2PM),Nova 82 Circular Loom,HDPE Granules,Good,157,369,42.55,7,4.46,Weft Skip,0.62,55547,20.08,No,Completed
21-09-2024,September,Q3,2024,Bengaluru Plant,Lamination & Coating,LC-014,Extrusion Lamination Line EL-100,Night (10PM-6AM),Recycling Machine,Master Batch Additive,Good,99,473,20.93,2,2.02,Peel Strength Failure,0.52,69906,72.48,Yes,Completed
21-09-2024,September,Q3,2024,Kanpur Plant,Quality Control,LC-025,GSM Testing Equipment,Morning (6AM-2PM),Recycling Machine,PP Granules Grade A,Excellent,90,264,34.09,12,13.33,GSM Out of Range,0.12,32099,131.16,No,On Hold
21-09-2024,September,Q3,2024,Bengaluru Plant,Circular Loom,LC-012,Venti Circular Loom,Afternoon (2PM-10PM),Precision Tape Winder,HDPE Granules,Poor,329,311,100,20,6.08,Fabric Tear,5.29,12944,95.37,No,Delayed
21-09-2024,September,Q3,2024,Kanpur Plant,Tape Extrusion,LC-001,Tape Extrusion Line TE-600,Afternoon (2PM-10PM),Extrusion Lamination Line,PP Granules Grade A,Excellent,309,347,89.05,10,3.24,Tape Breakage,1.9,74330,99.6,No,In Progress
21-09-2024,September,Q3,2024,Bengaluru Plant,Tape Extrusion,LC-001,Tape Extrusion Line TE-600,Afternoon (2PM-10PM),Precision Tape Winder,PP Granules Grade A,Excellent,422,463,91.14,13,3.08,No Defect,1.48,30360,39.75,Yes,Completed
21-09-2024,September,Q3,2024,Kanpur Plant,Tape Extrusion,LC-003,HDPE Tape Extrusion Line,Morning (6AM-2PM),Strapping Line,Master Batch Additive,Good,436,226,100,1,0.23,Thickness Inconsistency,1.5,53923,91.74,No,Completed
22-09-2024,September,Q3,2024,Kanpur Plant,Tape Winding,LC-004,Precision Winder PW-100,Afternoon (2PM-10PM),Nova 10 Circular Loom,PP Granules Grade A,Excellent,104,342,30.41,14,13.46,Uneven Winding Tension,0.81,53607,102.06,Yes,Completed
22-09-2024,September,Q3,2024,Kanpur Plant,Multifilament,LC-019,Lofil Multifilament Line MF-1,Morning (6AM-2PM),Recycling Machine,PP Granules Grade B,Excellent,328,452,72.57,8,2.44,No Defect,1.85,44243,79.29,Yes,Completed
22-09-2024,September,Q3,2024,Bengaluru Plant,Tape Extrusion,LC-001,Tape Extrusion Line TE-600,Afternoon (2PM-10PM),Nova 82 Circular Loom,Recycled PP Pellets,Excellent,369,430,85.81,13,3.52,Melt Flow Issue,0.91,37111,123.35,No,Completed
22-09-2024,September,Q3,2024,Kanpur Plant,Tape Winding,LC-006,Automatic Tape Winder ATW-300,Night (10PM-6AM),Extrusion Lamination Line,PP Granules Grade A,Excellent,222,466,47.64,14,6.31,Wind Ratio Error,1.84,15349,66.34,No,Completed
22-09-2024,September,Q3,2024,Kanpur Plant,Tape Winding,LC-004,Precision Winder PW-100,Night (10PM-6AM),Strapping Line,Recycled PP Pellets,Good,249,326,76.38,12,4.82,Bobbin Package Defect,0.94,64662,88.37,No,Completed
22-09-2024,September,Q3,2024,Kanpur Plant,Conversion,LC-017,Flexographic Printing Machine,Night (10PM-6AM),Strapping Line,PP Granules Grade A,Fair,75,496,15.12,14,18.67,No Defect,2.14,85092,47.23,No,In Progress
22-09-2024,September,Q3,2024,Kanpur Plant,Tape Extrusion,LC-001,Tape Extrusion Line TE-600,Afternoon (2PM-10PM),Nova 10 Circular Loom,Recycled PP Pellets,Good,292,417,70.02,23,7.88,Tape Width Variation,1.63,94734,147.9,No,Completed
22-09-2024,September,Q3,2024,Kanpur Plant,Tape Extrusion,LC-002,Tape Extrusion Line TE-400,Morning (6AM-2PM),Nova 10 Circular Loom,HDPE Granules,Excellent,389,441,88.21,11,2.83,No Defect,1.16,23993,128.98,No,Completed
22-09-2024,September,Q3,2024,Kanpur Plant,Circular Loom,LC-012,Venti Circular Loom,Night (10PM-6AM),Strapping Line,PP Granules Grade B,Good,178,252,70.63,8,4.49,No Defect,1.29,89333,110.2,No,Completed
22-09-2024,September,Q3,2024,Kanpur Plant,Tape Winding,LC-004,Precision Winder PW-100,Night (10PM-6AM),Lofil Multifilament Line,Recycled PP Pellets,Excellent,132,357,36.97,16,12.12,No Defect,0.06,88878,103.3,No,Delayed
22-09-2024,September,Q3,2024,Kanpur Plant,Tape Extrusion,LC-003,HDPE Tape Extrusion Line,Afternoon (2PM-10PM),Precision Tape Winder,PP Granules Grade A,Excellent,199,280,71.07,8,4.02,No Defect,1.45,50955,32.49,No,Completed
23-09-2024,September,Q3,2024,Bengaluru Plant,Recycling,LC-023,Shredder Extruder SE-150,Morning (6AM-2PM),Tape Extrusion Line,Recycled PP Pellets,Good,435,351,100,22,5.06,Pellet Size Variation,0.85,22509,71.64,No,In Progress
23-09-2024,September,Q3,2024,Bengaluru Plant,Circular Loom,LC-009,LSL Circular Loom,Night (10PM-6AM),FSN 4 Circular Loom,Recycled PP Pellets,Excellent,186,473,39.32,13,6.99,Fabric Tear,0.9,13342,75.98,No,Delayed
23-09-2024,September,Q3,2024,Kanpur Plant,Lamination & Coating,LC-015,Coating Machine CM-75,Afternoon (2PM-10PM),FIBC Conversion Line,Master Batch Additive,Fair,374,398,93.97,3,0.8,No Defect,3.75,20453,77.28,No,Completed
23-09-2024,September,Q3,2024,Kanpur Plant,Recycling,LC-022,Cutter Compactor Recycler CC-200,Afternoon (2PM-10PM),Strapping Line,PP Granules Grade B,Good,156,219,71.23,18,11.54,Throughput Drop,1.84,76930,131.75,Yes,Completed
23-09-2024,September,Q3,2024,Kanpur Plant,Multifilament,LC-020,Lofil Multifilament Line MF-2,Morning (6AM-2PM),LSL Circular Loom,Master Batch Additive,Fair,121,355,34.08,18,14.88,No Defect,2.26,20878,47.49,No,Completed
23-09-2024,September,Q3,2024,Bengaluru Plant,Tape Extrusion,LC-003,HDPE Tape Extrusion Line,Night (10PM-6AM),Extrusion Lamination Line,PP Granules Grade A,Fair,213,228,93.42,16,7.51,Tape Width Variation,3.69,98501,33.72,No,Completed
23-09-2024,September,Q3,2024,Kanpur Plant,Circular Loom,LC-008,Nova 82 Circular Loom,Afternoon (2PM-10PM),Recycling Machine,Recycled PP Pellets,Good,275,249,100,9,3.27,Fabric Tear,0.71,41464,28.73,No,In Progress
23-09-2024,September,Q3,2024,Kanpur Plant,Tape Extrusion,LC-001,Tape Extrusion Line TE-600,Afternoon (2PM-10PM),FSN 4 Circular Loom,PP Granules Grade B,Poor,357,329,100,35,9.8,No Defect,4.69,62195,118.24,No,In Progress
23-09-2024,September,Q3,2024,Kanpur Plant,Quality Control,LC-026,UV Resistance Chamber,Morning (6AM-2PM),Nova 10 Circular Loom,Recycled PP Pellets,Good,442,296,100,17,3.85,UV Resistance Failure,0.26,66821,39.13,No,Completed
23-09-2024,September,Q3,2024,Kanpur Plant,Tape Winding,LC-005,Step Precision Winder SPW-200,Night (10PM-6AM),CSN 4 Circular Loom,PP Granules Grade B,Excellent,179,269,66.54,13,7.26,Uneven Winding Tension,0.6,37273,134.98,No,In Progress
23-09-2024,September,Q3,2024,Kanpur Plant,Circular Loom,LC-008,Nova 82 Circular Loom,Afternoon (2PM-10PM),Nova 82 Circular Loom,Recycled PP Pellets,Fair,293,466,62.88,21,7.17,Shuttle Jam,1.08,70234,145.06,No,In Progress
23-09-2024,September,Q3,2024,Kanpur Plant,Multifilament,LC-020,Lofil Multifilament Line MF-2,Afternoon (2PM-10PM),Recycling Machine,PP Granules Grade A,Fair,156,321,48.6,15,9.62,Yarn Tenacity Variation,3.61,33750,85.98,No,In Progress
24-09-2024,September,Q3,2024,Bengaluru Plant,Quality Control,LC-025,GSM Testing Equipment,Afternoon (2PM-10PM),Precision Tape Winder,PP Granules Grade B,Good,300,200,100,16,5.33,Failed Tensile Test,0.61,88352,88.7,No,In Progress
24-09-2024,September,Q3,2024,Bengaluru Plant,Circular Loom,LC-012,Venti Circular Loom,Afternoon (2PM-10PM),Strapping Line,Recycled PP Pellets,Excellent,127,484,26.24,7,5.51,Weft Skip,0.08,87355,56.1,No,Completed
24-09-2024,September,Q3,2024,Kanpur Plant,Lamination & Coating,LC-013,Extrusion Lamination Line EL-50,Morning (6AM-2PM),LSL Circular Loom,Recycled PP Pellets,Good,405,383,100,8,1.98,Air Bubble,1.71,63458,56.8,No,Completed
24-09-2024,September,Q3,2024,Bengaluru Plant,Conversion,LC-018,FIBC Conversion Line,Night (10PM-6AM),FSN 4 Circular Loom,HDPE Granules,Excellent,207,461,44.9,6,2.9,Cut Length Error,0,86435,65.77,No,Completed
24-09-2024,September,Q3,2024,Bengaluru Plant,Recycling,LC-023,Shredder Extruder SE-150,Morning (6AM-2PM),Nova 82 Circular Loom,Master Batch Additive,Poor,165,275,60,31,18.79,Contamination in Pellets,4.26,92790,111.98,No,Completed
25-09-2024,September,Q3,2024,Kanpur Plant,Multifilament,LC-020,Lofil Multifilament Line MF-2,Night (10PM-6AM),CSN 4 Circular Loom,PP Granules Grade A,Poor,96,281,34.16,30,31.25,Filament Breakage,8.31,92647,139.19,No,Completed
25-09-2024,September,Q3,2024,Kanpur Plant,Circular Loom,LC-009,LSL Circular Loom,Afternoon (2PM-10PM),FIBC Conversion Line,PP Granules Grade B,Good,252,429,58.74,17,6.75,Shuttle Jam,0.09,82678,21.49,No,Completed
25-09-2024,September,Q3,2024,Kanpur Plant,Conversion,LC-017,Flexographic Printing Machine,Morning (6AM-2PM),Strapping Line,Master Batch Additive,Poor,382,269,100,18,4.71,Cut Length Error,9.54,57731,26.92,No,In Progress
25-09-2024,September,Q3,2024,Kanpur Plant,Conversion,LC-018,FIBC Conversion Line,Morning (6AM-2PM),Tape Extrusion Line,HDPE Granules,Excellent,91,287,31.71,3,3.3,Cut Length Error,1.29,14115,125,No,Completed
25-09-2024,September,Q3,2024,Kanpur Plant,Circular Loom,LC-007,Nova 10 Circular Loom,Morning (6AM-2PM),LSL Circular Loom,PP Granules Grade A,Excellent,51,219,23.29,14,27.45,Shuttle Jam,1.33,95567,57.45,No,Completed
25-09-2024,September,Q3,2024,Kanpur Plant,Recycling,LC-023,Shredder Extruder SE-150,Morning (6AM-2PM),Precision Tape Winder,PP Granules Grade A,Good,40,207,19.32,11,27.5,No Defect,1.51,73478,74.34,No,Completed
25-09-2024,September,Q3,2024,Kanpur Plant,Tape Extrusion,LC-002,Tape Extrusion Line TE-400,Afternoon (2PM-10PM),Precision Tape Winder,PP Granules Grade B,Good,349,206,100,6,1.72,Tape Width Variation,0.15,34300,143.88,Yes,Completed
25-09-2024,September,Q3,2024,Kanpur Plant,Lamination & Coating,LC-013,Extrusion Lamination Line EL-50,Night (10PM-6AM),Precision Tape Winder,HDPE Granules,Poor,280,347,80.69,23,8.21,Peel Strength Failure,7.2,64324,100.88,No,In Progress
25-09-2024,September,Q3,2024,Bengaluru Plant,Circular Loom,LC-008,Nova 82 Circular Loom,Night (10PM-6AM),LSL Circular Loom,HDPE Granules,Excellent,124,246,50.41,11,8.87,Shuttle Jam,0.25,89566,20.36,Yes,Completed
26-09-2024,September,Q3,2024,Bengaluru Plant,Recycling,LC-022,Cutter Compactor Recycler CC-200,Afternoon (2PM-10PM),Tape Extrusion Line,HDPE Granules,Fair,92,267,34.46,23,25,Contamination in Pellets,2.19,93596,147.81,No,In Progress
26-09-2024,September,Q3,2024,Kanpur Plant,Lamination & Coating,LC-014,Extrusion Lamination Line EL-100,Afternoon (2PM-10PM),Lofil Multifilament Line,Recycled PP Pellets,Excellent,434,330,100,9,2.07,Delamination,1.61,36614,73.05,No,In Progress
